"estimates to MoPs, over payment of salary worth UGX. 40,955,029 Underpayment of salary due to wrong salary scales worth UGX 1,770,196 and Wrong computation of gratuity worth net overpayment of UGX. 16,342,974; I noted payment to twelve (12) employees without signed pay change reports worth UGX. 33,563,249 Additionally, I observed that there was; failure to utilize wage funds of UGX.0.386 billion; un-deducted PAYE from political leaders’ gratuity resulting in unpaid tax of UGX. 25,271,520; over/under remittance of employee salary deductions wort UGX. 374,322,700 and UGX. 2,544,986 respectively and residual arrears to 10 staff and 5 pensioners (not part of schedule) worth UGX. 53,269,453 I noted a number of issues in the implementation of the approved budget such as; incomplete works on five Community Access Roads (CARs); under absorption of funds worth UGX. 3,358,629,901 that was swept back to consolidated fund account; under performance of the donor & releases from other government units worth UGX.12,509,500; Under performance of maintenance funds worth UGX. 2,807,020 and un implemented procurement plan worth UGX.357,489,000 I noted an under absorption of preliminary expenditures worth UGX 327,911,000 I noted partial and non-implemented planned output The district mischarged expenditure worth UGX. 53,269,453 on wrong budget lines. It was noted that the district did not conduct revenue assessment. I noted that the lacked District signed MOUs for Donor funds received during the year worth UGX. 25,203,300 from United Nations Children Fund (UNICEF) and World Health Organization (WHO).         Opinion Unqualified";;;
;;;
09;KIBUKU DLG;; I noted a number of anomalies during review of the district
;;;"pension & salary payrolls such as; Underpayment of pension"
;Unqualified Opinion;;"worth UGX.97,316,845.; payment of salaries worth"
;;;UGX.7,336,993 to fourteen (14) staffs that was no longer in
;;;service and over remittance of employee salary deductions
;;;UGX.430,578,979
;;;
;;; I noted outstanding payables worth UGX 128,739,122 at year
;;;end.
;;;
;;; I observed that there was delayed access to payroll by twenty-
;;;seven (27) new employees and nineteen (19) pensioners and
;;;420 vacant staff positions
