SN Entity name Funds repurposed to the revolving fund Funds diverted from the revolving fund Failure to send funds directly to the PDM SACCO Amount Number of unregistered SACCOs Amount sent to unregistered SACCOS Amount unaccounted for;;;;;;;
132 Soroti City 28,317,916 0 177,647,728 0 0 0;;;;;;;
133;Kumi DLG;158,580,328;0;994,827,260;0;0;0
134 Ngora DLG 241,999,964 0 518,304,964 0 0 0;;;;;;;
135;Dokolo DLG;153,903,341;0;578,000,000;0;0;0
136 Otuke DLG 140,206,260 0 456,785,456 0 0 0;;;;;;;
137;Kapelebyong DLG;161,760,977;0;496,284,240;0;0;0
138 Kumi MC 18,880,705 0 84,950,521 0 0 0;;;;;;;
139;Serere DLG;67,859,764;0;568,633,170;0;0;0
140 Napak DLG 0 0 766,572,309 57 766,572,309 0;;;;;;;
141;Moroto MC;6,000,000;0;46,136,435;0;0;0
142 Bukwo DLG 168,747,224 0 651,077,968 0 0 0;;;;;;;
143;Arua DLG;36,246,932;0;227,389,088;0;0;0
144 Gulu City 0 93,782,026 157,358,080 0 0 11,233,000;;;;;;;
145;Kaberamaido DLG;49,273,173;0;222,495,752;0;0;0
146 Kitgum DLG 81,555,596 0 52,560,000 0 0 241,516,100;;;;;;;
147;Nwoya DLG;49,839,532;0;104,064,268;0;0;276,158,113
148 Obongi DLG 16,723,001 0 213,635,452 0 0 0;;;;;;;
149;Agago DLG;90,038,926;0;788,902,434;117;788,902,434;0
150 Apac DLG 0 0 349,790,966 0 0 0;;;;;;;
151;Busia DLG;165,624,265;0;564,200,000;62;564,200,000;0
152 Buvuma DLG 43,043,234 0 270,024,544 0 0 0;;;;;;;
153;Kalangala DLG;19,256,182;0;120,800,452;0;0;0
154 Kitagwenda DLG 13,931,479 0 342,457,060 55 342,457,060 0;;;;;;;
155;Kitgum MC;33,690,512;0;59,883,750;11;59,883,750;0
156 Mukono MC 0 0 44,919,841 0 0 0;;;;;;;
157;Entebbe MC;4,530,867;0;28,423,636;0;0;0
158 Amuru DLG 0 48,415,580 298,029,578 0 0 58,827,429;;;;;;;
159;Kwania DLG;111,010,105;0;348,198,967;0;0;0
160 Lira DLG 232,449,790 0 683,489,847 0 0 0;;;;;;;
161;Buikwe DLG;20,279,133;0;220,290,991;0;0;0
162 Ibanda MC 32,787,050 0 158,224,038 0 0 0;;;;;;;
163;Butambala DLG;60,953,556;0;210,284,125;0;0;0
164 Amudat DLG 0 33,018,689 312,161,601 0 0 0;;;;;;;
165;Ntoroko DLG;76,300,139;0;359,654,807;48;382,838,832;0
166 Kasese MC 53,158,768 0 128,680,076 18 126,680,076 0;;;;;;;
