SN Entity Name Strategic plan Local Revenue Overall budget performance;;;;;;;;;;
Approved warrants Uncollected % warrants Variance Budget Approved collecte Budget d %fu ndin g;;;;;;;;;;
139;Ntungamo DLG;Not approved;841,044,993;781,601,039;59,443,954;93%;67,695,637,954;65,955,356,867;1,740,281,087;97%
140 Nwoya DLG Not approved 616,930,800 415,250,194 201,680,606 67% 32,485,058,559 26,906,362,637 5,578,695,922 83%;;;;;;;;;;
141;Obongi DLG;Approved;700,000,000;597,490,077;102,509,923;85%;41,986,862,000;36,016,551,508;5,970,310,492;86%
142 Otuke DLG Approved 228,092,000 160,173,671 67,918,329 70% 20,201,376,294 19,045,497,065 1,155,879,229 94%;;;;;;;;;;
143;Oyam DLG;Not approved;537,202,262;488,195,784;49,006,478;91%;53,103,660,483;48,266,804,257;4,836,856,226;91%
144 Pader DLG Not approved 680,000,000 578,854,267 101,145,733 85% 35,994,962,265 32,381,009,380 3,613,952,885 90%;;;;;;;;;;
145;Pakwach DLG;Approved;1,200,000,000;614,926,770;585,073,230;51%;25,731,940,711;23,874,245,553;1,857,695,158;93%
146 Pallisa DLG Not approved 350,775,739 261,119,990 89,655,749 74% 41,643,758,913 40,668,548,479 975,210,434 98%;;;;;;;;;;
147;Rakai DLG;Approved;603,561,000;333,191,190;270,369,810;55%;46,186,954,555;43,948,336,253;2,238,618,302;95%
148 Rubanda DLG Approved 626,742,225 281,418,195 345,324,030 45% 35,214,425,831 32,450,904,042 2,763,521,789 92%;;;;;;;;;;
149;Rubirizi DLG;Not approved;380,678,744;739,400,228;-358,721,484;194%;24,006,401,278;23,166,794,758;839,606,520;97%
150 Rukiga DLG Approved 285,067,000 163,908,112 121,158,888 57% 24,314,101,132 23,721,798,107 592,303,025 98%;;;;;;;;;;
151;Rukungiri DLG;Approved;810,772,129;849,092,600;-38,320,471;105%;51,355,266,602;47,948,154,494;3,407,112,108;93%
152 Rukungiri MC Not approved 1,335,227,000 668,893,017 666,333,983 50% 10,272,380,835 9,588,610,221 683,770,614 93%;;;;;;;;;;
153;Rwampara DLG;Approved;745,234,192;533,385,539;211,848,653;72%;24,175,275,736;23,245,993,216;929,282,520;96%
154 Sembabule DLG Approved 627,023,378 340,394,556 286,628,822 54% 37,545,800,141 34,093,818,966 3,451,981,175 91%;;;;;;;;;;
155;Serere DLG;Approved;1,025,011,000;546,946,847;478,064,153;53%;38,607,615,248;36,425,484,861;2,182,130,387;94%
156 Sheema DLG Not approved 420,769,091 353,075,957 67,693,134 84% 31,452,986,897 30,512,174,022 940,812,875 97%;;;;;;;;;;
157;Sheema MC;Approved;619,400,000;546,913,248;72,486,752;88%;15,355,009,702;14,776,377,415;578,632,287;96%
158 Sironko DLG Not approved 591,585,500 465,233,872 126,351,628 79% 43,715,442,166 40,673,330,239 3,042,111,927 93%;;;;;;;;;;
159;Soroti City;Not approved;1,649,003,857;358,525,368;1,290,478,48;22%;32,245,918,630;27,191,436,469;5,054,482,161;84%
;;;;;9;;;;;
160 Soroti DLG Not approved 540,790,750 310,871,016 229,919,734 57% 34,283,509,969 32,154,680,153 2,128,829,816 94%;;;;;;;;;;
161;Terego DLG;Approved;297,285,815;246,155,248;51,130,567;83%;53,145,429,300;51,009,048,929;2,136,380,371;96%
162 Tororo MC Not approved 1,252,552,400 681,308,108 571,244,292 54% 21,090,022,092 20,366,168,079 723,854,013 97%;;;;;;;;;;
163;Tororo DLG;Approved;1,956,905,259;990,626,970;966,278,289;51%;75,686,836,586;71,852,450,728;3,834,385,858;95%
164 Wakiso DLG Not approved 15,623,633,000 7,028,521,352 8,595,111,64 8 45% 102,023,553,805 86,711,358,646 15,312,195,159 85%;;;;;;;;;;
165;Yumbe DLG;Approved;403,949,980;555,422,781;-151,472,801;137%;101,060,085,683;87,975,942,483;13,084,143,200;87%
166 Zombo DLG Approved 1,123,200,000 1,123,200,000 0 100% 30,237,259,913 30,237,259,913 0 100%;;;;;;;;;;
167;Omoro DLG;Approved;518,437,999;186,431,384;332,006,615;36%;30,896,907,475;26,863,805,127;4,033,102,348;87%
168 Kitgum MC Not approved 1,035,307,000 166,223,778 869,083,222 16% 18,339,777,183 17,240,456,470 1,099,320,713 94%;;;;;;;;;;
169;Bududa DLG;Approved;265,253,000;114,537,000;150,716,000;43%;36,499,141,640;34,905,387,096;1,593,754,544;96%
