SN Entity Name No. of Total staff with inconsisten cy between Interface files and payroll Variance arising from with inconsistency between Interface files and payroll No. of pensioner s with inconsist ency between Interface files and payroll Variance arising from inconsisten cy between Interface files and payroll No. of staff paid salaries off the IPPS payroll Amount of salary paid Off IPPS payroll Amount of pension paid off the IPPS No. of pensione rs paid off the IPPS payroll;;;;;;;;;;
30 Dokolo DLG 0 33,538,246 0 0 33,538,246 0 39,743,888 0 0;;;;;;;;;;
31;Gomba DLG;113;67,116,273;0;0;67,116,273;19;16,402,119;0;0
32 Gulu DLG 90 46,184,245 0 0 46,184,245 2 9,672,498 2 4,235,861;;;;;;;;;;
33;Hoima DLG;0;5,871,166;0;0;5,871,166;0;0;3;12,769,046
34 Ibanda DLG 637 209,039,360 0 0 209,039,360 0 0 0 0;;;;;;;;;;
35;Iganga DLG;0;310,497,898;0;0;310,497,898;9;34,131,042;0;0
36 Isingiro DLG 0 0 0 0 0 0 0 0 0;;;;;;;;;;
37;Jinja DLG;0;26,188,297;0;0;26,188,297;124;97,179,676;19;622,311,870
38 Kabale DLG 755 361,856,390 0 0 0 0 0 224 64,062,664;;;;;;;;;;
39;Kabarole DLG;649;307,979,582;0;0;307,979,582;0;0;8;170,678,575
40 Kaberamaido DLG 166 104,547,107 0 0 104,547,107 51 352,199,949 6 79,689,822;;;;;;;;;;
41;Kagadi DLG;0;43,887,232;0;0;43,887,232;0;0;0;0
42 Kakumiro DLG 0 195,408,985 0 0 195,408,985 0 0 0 0;;;;;;;;;;
43;Kalaki DLG;799;419,178,424;0;0;419,178,424;0;0;0;0
44 Kalangala DLG 192 58,921,568 0 0 58,921,568 0 0 0 0;;;;;;;;;;
45;Kaliro DLG;0;250,589,367;0;0;250,589,367;22;25,525,942;75;409,572,786
46 Kalungu DLG 65 43,889,453 0 0 43,889,453 0 0 0 0;;;;;;;;;;
47;Kamuli DLG;0;928,799,558;0;0;928,799,558;732;328,067,291;18;506,311,340
48 Kamwenge DLG 37 48,750,503 0 0 48,750,503 4 13,441,925 8 7,114,189;;;;;;;;;;
49;Kanungu DLG;0;0;0;0;0;0;0;0;0
50 Kapchorwa DLG 0 128,437,788 0 0 128,437,788 1 1,255,448 0 0;;;;;;;;;;
51;Kapelebyong DLG;0;58,144,603;0;7,011,601;65,156,204;0;0;0;0
52 Kasanda DLG 0 78,579,617 0 0 78,579,617 0 0 39 45,710,683;;;;;;;;;;
53;Kasese DLG;15;9,102,793;0;0;9,102,793;0;0;0;0
54 Katakwi DLG 20 11,117,891 22 450,074,788 461,192,679 0 0 0 0;;;;;;;;;;
55;Kayunga DLG;70;159,095,193;0;0;159,095,193;0;0;0;0
56 Kazo DLG 396 163,608,641 0 0 163,608,641 0 0 0 0;;;;;;;;;;
57;Kibaale DLG;0;67,860,433;0;0;67,860,433;198;267,905,954;7;7,638,423
58 Kiboga DLG 0 25,595,288 0 0 25,595,288 13 50,256,431 4 9,339,434;;;;;;;;;;
59;Kibuku DLG;0;614,892,218;0;0;614,892,218;8;7,215,805;3;75,135,778
60 Kikuube DLG 0 218,959,929 0 0 218,959,929 2 889,929 16 340,013,264;;;;;;;;;;
