SN Entity Name No. of staf f who dela yed to acce ss payr oll Aver age delay s to acce ss the wage payr oll (mon ths) No. of staff with outstandi ng payments by end of FY arising from delayed access by newly recruited/ transferre d staff Amount outstanding arising from delayed access by newly recruited/tr ansferred staff No. of pensioners /beneficiari es who delayed to access payroll Average delays to access the pension payroll (month s) No. of pensioner s/benefic iaries with outstandi ng payments by end of FY Amount outstanding arising from delayed access by pensioners/b eneficiaries Amount paid to employees after expected date of removal Aver age delay s to leave the wage payr oll (mon ths) No. of staff who dela yed to be remo ved from the payr oll;;;;;;;;;;;;
78 Madi-Okollo DLG 45 1 11 12,702,348 8 31 11 21,597,119 16 16 6,109,572;;;;;;;;;;;;
79;Manafwa DLG;0;0;0;0;19;0;19;76,387,354;4;0;6,670,233
80 Maracha DLG 77 3 67 57,832,046 0 0 0 0 0 0 0;;;;;;;;;;;;
81;Masaka DLG;0;0;0;0;3;3;0;0;0;0;0
82 Masindi DLG 17 10 12 18,537,950 19 55 4 26,034,565 12 2 1,260,420;;;;;;;;;;;;
83;Mayuge DLG;56;2;0;0;15;10;0;0;5;1;2,996,268
84 Mbale DLG 19 4 19 43,972,694 0 0 0 0 18 4 24,881,192;;;;;;;;;;;;
85;Mbarara DLG;35;4;28;35,938,827;3;4;3;31,485,033;3;0;3,560,705
86 Mitooma DLG 11 3 13 52,189,312 8 2 6 14,518,516 6 2 2,282,431;;;;;;;;;;;;
87;Mityana DLG;91;4;2;7,005,762;8;4;;15,588,842;8;12;18,426,582
88 Moroto DLG 6 1 0 0 0 0 0 0 12 7 5,757,367;;;;;;;;;;;;
89;Moyo DLG;21;4;13;28,938,420;5;3;8;5,504,882;0;0;0
90 Mpigi DLG 21 2 4 4,306,754 16 1 9 4,812,599 2 1 938,781;;;;;;;;;;;;
91;Mubende DLG;20;3;8;13,428,190;22;25;0;0;0;0;0
92 Mukono DLG 16 3 15 37,002,744 8 2 8 28,274,618 12 6 24,466,376;;;;;;;;;;;;
93;Nakapiripirit DLG;7;6;0;0;0;0;0;0;0;0;0
94 Nakaseke DLG 16 2 0 0 0 0 0 0 9 9 32,768,000;;;;;;;;;;;;
95;Nakasongola DLG;13;1;13;3,272,106;3;15;3;5,179,639;3;1;2,025,509
96 Namayingo DLG 65 4 0 0 12 4 0 0 4 4 2,239,481;;;;;;;;;;;;
97;Namisindwa DLG;49;2;0;0;0;0;0;0;7;6;9,616,642
98 Namutumba DLG 133 4 103 149,303,319 11 10 0 0 9 5 8,093,192;;;;;;;;;;;;
99;Napak DLG;29;5;46;99,440,472;2;2;0;0;2;2;4,065,777
100 Nebbi DLG 4 3 0 0 0 0 0 21 14 17,348,048;;;;;;;;;;;;
101;Ngora DLG;44;3;58;367,171,329;8;4;12;21,907,261;13;5;15,468,299
102 Ntoroko DLG 0 0 0 0 3 0 0 0 3 2 4,571,292;;;;;;;;;;;;
103;Ntungamo DLG;14;2;3;0;1;3;0;0;7;10;11,455,693
