SN Entity Name Funding of Ex-gratia for Councillors Underpayment of Councillors;;;;;;;
Approved Estimate (UGX.) Under funding (UGX.) Release (UGX.) % Variance No. of councillors under/not paid Amount not/underpaid;;;;;;;
16 Kamuli DLG 0 0 0 0 387 63,876,000;;;;;;;
17;Kapelebyong DLG;333,584,420;300,509,420;33,075,000;10%;105;33,075,000
18 Kasese MC 0 0 0 0 2 1,575,000;;;;;;;
19;Katakwi DLG;0;0;0;0;218;22,890,000
20 Kiboga DLG 0 0 0 0 1 500,000;;;;;;;
21;Kibuku DLG;175,440,000;118,080,000;57,360,000;33%;;
22 Kisoro DLG 124,800,000 85,440,000 39,360,000 32% 39 4,680,000;;;;;;;
23;Kitagwenda DLG;194,100,000;121,000,000;73,100,000;38%;25;6,250,000
24 Kitgum DLG 0 0 0 0 38 155,904,507;;;;;;;
25;Kyegegwa DLG;310,380,000;476,381,887;-166,001,887;-53%;;
26 Lamwo DLG 0 0 0 0 174 79,779,000;;;;;;;
27;Lira City;360,480,000;118,320,000;242,160,000;67%;;
28 Luuka DLG 187,680,000 144,416,000 43,264,000 23%;;;;;;;
29;Luwero DLG;361,291,540;358,410,200;2,881,340;1%;0;-
30 Maracha DLG 321,960,000 200,000,000 121,960,000 38% 507 158,100,000;;;;;;;
31;Mbarara City;258,480,000;219,413,000;39,067,000;15%;65;66,600,000
32 Moyo DLG 12,320,000 0 12,320,000 100% 31 4,340,000;;;;;;;
33;Mubende MC;0;0;0;0;1;525,000
34 Nakaseke DLG 147,120,000 132,840,000 14,280,000 10% 102 12,240,000;;;;;;;
35;Nakasongola DLG;234,780,000;196,157,000;38,623,000;16%;28;7,429,800
36 Namutumba DLG 250,260,000 124,697,919 125,562,081 50% 61,800,000;;;;;;;
37;Napal DLG DLG;0;0;0;0;95;53,200,000
38 Nebbi MC 0 0 0 0 20 10,000,000;;;;;;;
39;Ngora DLG;170,940,000;124,167,039;46,772,961;27%;0;12,132,055
40 Ntoroko DLG 174,660,000 147,793,407 26,866,593 15% 5 5,890,000;;;;;;;
41;Obongi DLG;0;0;0;0;84;10,080,000
42 Pakwach DLG 65,400,000 30,740,000 34,660,000 53% 0 0;;;;;;;
43;Pallisa DLG;338,460,000;224,124,030;114,335,970;34%;0;0
44 Serere DLG 230,700,000 199,719,486 30,980,514 13% 0 0;;;;;;;
45;Sironko DLG;0;0;0;0;10;60,000,000
46 Soroti City 64,680,000 55,080,000 9,600,000 15% 169 20,280,000;;;;;;;
47;Yumbe DLG;534,060,000;276,000,000;258,060,000;48%;0;0
48 Omoro DLG 58,800,000 58,800,000 0 0 28 46,600,000;;;;;;;
;Total;6,290,484,980;4,543,306,404;1,747,178,576;28%;3,002;1,168,823,662
