SN Entity Name Amount of LST un deducted Overdeductio n of LST Under deduction of LST Amount of PAYE un deducted Over deduction of PAYE Under deduction of PAYE Number of staff from which no PAYE was deducte d Number of staff with wrong PAYE deduction s No. of staff from which no LST was deducte d Number of staff with wrong LST deductio n;;;;;;;;;;;
97;Ngora DLG;24;1,072,500;969;10,962,500;2,153,750;10;16,181,769;41;0;20,678,468
98 Ntoroko DLG 181 11,997,500 284 1,790,000 2,423,750 2 401,986 693 0 27,134,849;;;;;;;;;;;
99;Ntungamo DLG;0;0;22;270,000;0;28;37,988,956;151;0;20,715,092
0 10 Omoro DLG 3 102,500 652 4,042,500 8,515,000 1 2,872,542 1,590 0 46,533,621;;;;;;;;;;;
10;Otuke DLG;1,141;138,475,00;906;11,400,000;1,741,250;0;0;1,166;797,403,729;14,214,586
1;;;0;;;;;;;;
2 10 Oyam DLG 0 0 0 0 0 0 0 1,619 41,170,147 141,880,930;;;;;;;;;;;
10;Pakwach DLG;5;292,500;1,001;7,365,000;10,443,750;1;72,595;69;0;18,267,544
3;;;;;;;;;;;
4 10 Pallisa DLG 0 0 435 0 9,817,500 91 18,821 369 18,594,399 20,523;;;;;;;;;;;
10;Rakai DLG;517;30,325,000;0;0;0;0;0;0;0;0
5;;;;;;;;;;;
6 10 Rubanda DLG 0 0 1,032 4,252,500 4,020,000 0 0 211 332,396 43,911,214;;;;;;;;;;;
10;Rubirizi DLG;179;9,622,500;1,003;17,500;89,535,098;0;0;1,003;0;62,465,174
7;;;;;;;;;;;
8 10 Rukiga DLG 0 0 1,109 15,682,500 251,250 0 0 0 0 0;;;;;;;;;;;
10;Rukungiri DLG;421;10,676,250;0;0;0;0;0;0;0;0
9;;;;;;;;;;;
0 11 Rwampara DLG 0 0 1,038 8,280,000 0 0 0 0 0 0;;;;;;;;;;;
11;Sembabule DLG;4;75,000;2,267;21,877,500;12,106,250;0;0;0;0;0
1;;;;;;;;;;;
2 11 Serere DLG 300 20,122,500 240 4,840,000 0 0 0 53 0 19,022,013;;;;;;;;;;;
11;Sheema DLG;0;0;97;1,175,000;387,500;0;0;14;0;1,322,995
3;;;;;;;;;;;
4 11 Sironko DLG 256 3,427,500 66 2,205,000 5,262,500 50 10,345 383 4,303,618 1,054,718;;;;;;;;;;;
