32 Lyantonde DLG 7 13,018,800 1,383,330 0 0 0;;;;;;;
33;Madi0Okollo DLG;0;0;0;14;35,914,846;3,465,801
34 Maracha DLG 0 74,312,446 2,233,558 0 0 0;;;;;;;
35;Mayuge DLG;0;35,503,200;6,674,560;0;0;0
36 Mbarara DLG 0 13,429,246 3,583,813 0 0 0;;;;;;;
37;Mityana DLG;7;11,505,600;1,546,800;0;0;0
38 Moroto DLG 0 0 0 0 46,708,060 14,107,218;;;;;;;
39;Mpigi DLG;0;45,037,245;20,555,147;0;0;0
40 Mukono DLG 23 36,656,860 2,471,538 0 0 0;;;;;;;
41;Nakapiripirit DLG;0;4,119,230;1,652,673;0;0;0
42 Nakaseke DLG 0 0 14,903,640 0 0 0;;;;;;;
43;Namutumba DLG;1;6,178,846;1,951,654;0;0;0
44 Ngora DLG 1 6,178,846 1,436,749 0 0 0;;;;;;;
45;Obongi DLG;0;37,918,984;11,271,395;0;0;0
46 Pallisa DLG 0 30,701,600 7,763,210 0 0 0;;;;;;;
47;Rubirizi DLG;17;39,476,400;11,808,720;0;0;0
48 Serere DLG 0 0 0 0 209,789,813 41,534,545;;;;;;;
49;Sheema DLG;1;3,330,400;901,120;0;0;0
50 Soroti DLG 19 46,131,646 12,082,340 0 0 0;;;;;;;
51;Yumbe DLG;0;20,560,702;6,262,010;0;0;0
Total 219 1,352,773,796 363,098,974 50 439,505,102 112,440,114;;;;;;;
