SN Entity Name Amount of LST un deducted Overdeductio n of LST Under deduction of LST Amount of PAYE un deducted Over deduction of PAYE Under deduction of PAYE No. of staff from which no LST was deducte d Number of staff with wrong LST deductio n Number of staff from which no PAYE was deducte d Number of staff with wrong PAYE deduction s;;;;;;;;;;;
65;Kween DLG;212;3,545,000;686;7,050,000;1,803,750;1;2,521,679;1,172;0;29,828,983
66 Kyankwanzi DLG 0 0 1,575 21,985,000 6,603,750 0 0 1,831 0 68,707,401;;;;;;;;;;;
67;Kyegegwa DLG;0;0;0;0;0;0;0;62;0;10,818,190
68 Kyenjojo DLG 0 0 249 3,498,750 212,500 1 869,398 0 0 0;;;;;;;;;;;
69;Kyotera DLG;0;0;2,184;18,095,000;18,478,750;0;0;0;0;0
70 Lamwo DLG 186 11,365,000 354 1,525,000 3,943,750 1 1,042,200 171 0 4,061,945;;;;;;;;;;;
71;Lira DLG;0;0;1,048;15,918,750;688,750;0;0;1,346;300,684,271;22,213,126
72 Luuka DLG 3 125,000 1,659 17,412,500 1,882,500 0 0 304 0 3,659,218;;;;;;;;;;;
73;Luwero DLG;6;275,000;3,831;35,846,595;22,908,750;51;26,730,470;4,024;0;96,436,260
74 Lwengo DLG 0 0 1,659 17,056,250 4,483,750 3 2,651,225 110 0 29,166,343;;;;;;;;;;;
75;Lyantonde DLG;0;0;885;6,855,000;8,801,250;11;1,486,254;1,036;0;32,930,876
76 Madi0Okollo DLG 4 135,000 957 9,876,250 6,732,500 15 1,805,024 67 21,427,046 34,687;;;;;;;;;;;
77;Manafwa DLG;0;0;78;12,357,500;2,728,750;0;0;57;0;13,544,11
78 Maracha DLG 0 0 1,486 39,192,500 160,000 0 0 938 13,051,508 0;;;;;;;;;;;
79;Masaka DLG;82;8,672,500;818;6,923,750;198,750;14;9,682,458;881;10,618,912;0
80 Masindi DLG 356 4,100,000 1,239 11,872,500 2,440,000 1 2,810,000 1,406 509,315,123 16,075,037;;;;;;;;;;;
81;Mayuge DLG;0;0;75;30,181,902;0;0;0;2,373;0;41,504,234
82 Mbale DLG 0 0 2,904 9,185,000 0 0 0 3,929 41,213 40,339,994;;;;;;;;;;;
83;Mbarara DLG;0;0;1,158;14,520,000;0;0;0;1,284;200,906,092;31,593,639
84 Mitooma DLG 72 3,937,500 95 1,170,000 310,000 0 0 44 0 12,076,258;;;;;;;;;;;
85;Mityana DLG;0;0;458;13,475,000;7,751,250;3;7,286,400;18;0;14,107,218
86 Moroto DLG 144 8,118,750 121 255,000 1,638,750 21 8,124,515 745 0 11,304,400;;;;;;;;;;;
87;Moyo DLG;0;0;55;2,512,500;0;0;0;0;0;0
88 Mpigi DLG 55 2,285,000 1,214 15,293,750 0 0 0 1,509 0 28,446,228;;;;;;;;;;;
89;Mubende DLG;0;0;935;9,195,000;3,856,250;0;0;394;0;13,240,180
90 Mukono DLG 0 0 2,927 39,461,250 8,527,500 3 2,287,752 938 0 78,724,807;;;;;;;;;;;
91;Nakapiripirit DLG;0;0;252;1,172,500;2,051,250;24;12,834,100;563;0;18,815,283
92 Nakaseke DLG 0 0 2 0 45,000 0 0 451 87,026,351 1,177,602;;;;;;;;;;;
93;Nakasongola DLG;0;0;2,095;3,527,500;36,420,000;2;1,657,713;2,090;0;42,107,750
94 Namayingo DLG 0 0 492 1,277,500 7,017,500 0 0 1,292 0 13,481,286;;;;;;;;;;;
95;Namutumba DLG;6;170,000;1,765;15,740,000;10,946,250;0;0;979;24,685,599;0
96 Napak DLG 447 12,957,500 154 1,497,500 775,000 0 0 7 0 5,976,211;;;;;;;;;;;
