SN Entity Name No. of Total staff with inconsisten cy between Interface files and payroll Variance arising from with inconsistency between Interface files and payroll No. of pensioner s with inconsist ency between Interface files and payroll Variance arising from inconsisten cy between Interface files and payroll No. of staff paid salaries off the IPPS payroll Amount of salary paid Off IPPS payroll Amount of pension paid off the IPPS No. of pensione rs paid off the IPPS payroll;;;;;;;;;;
92 Moyo DLG 0 88,948,906 0 0 88,948,906 23 13,299,698 0 0;;;;;;;;;;
93;Mpigi DLG;0;5,757,669;0;0;5,757,669;6;13,626,100;4;5,651,821
94 Mubende DLG 41 19,396,416 0 0 19,396,416 0 0 0 0;;;;;;;;;;
95;Mukono DLG;448;45,950,261;0;0;45,950,261;198;19,049,044;0;0
96 Nakapiripirit DLG 0 5,724,300 0 0 5,724,300 7 11,503,325 0 0;;;;;;;;;;
97;Nakaseke DLG;768;573,807,535;0;0;573,807,535;7;38,340,350;1;17,007,117
98 Nakasongola DLG 0 0 0 0 0 0 0 0 0;;;;;;;;;;
99;Namayingo DLG;0;159,978,512;0;0;159,978,512;9;7,942,617;0;0
100 Namisindwa DLG 0 0 0 0 0 0 0 0 0;;;;;;;;;;
101;Namutumba DLG;0;144,042,459;0;0;144,042,459;75;22,852,650;0;0
102 Napak DLG 0 836,272,862 0 0 836,272,862 1 24,785,247 0 0;;;;;;;;;;
103;Nebbi DLG;0;82,756,771;0;0;82,756,771;0;0;0;0
104 Ngora DLG 0 118,987,825 0 0 118,987,825 0 0 0 0;;;;;;;;;;
105;Ntoroko DLG;363;25,473,624;0;0;25,473,624;95;328,785,473;0;0
106 Ntungamo DLG 0 118,406,599 0 0 118,406,599 371 231,305,222 0 0;;;;;;;;;;
107;Nwoya DLG;0;7,255,056;0;0;7,255,056;5;18,516,767;0;0
108 Obongi DLG 0 82,330,884 0 0 82,330,884 14 11,689,566 0 0;;;;;;;;;;
109;Omoro DLG;0;252,167,876;0;0;252,167,876;27;49,073,404;0;0
110 Otuke DLG 0 3,881,700 0 0 3,881,700 0 0 0 0;;;;;;;;;;
111;Oyam DLG;588;292,821,008;0;0;292,821,008;6;16,173,327;16;392,448,794
112 Pader DLG 0 563,991,673 0 0 563,991,673 0 0 0 0;;;;;;;;;;
113;Pakwach DLG;0;6,477,528;0;0;6,477,528;0;0;0;0
114 Pallisa DLG 0 3,472,218 0 0 3,472,218 2 3,030,116 0 0;;;;;;;;;;
115;Rakai DLG;0;0;0;0;0;0;0;0;0
116 Rubanda DLG 0 0 0 0 0 0 0 8 124,003,227;;;;;;;;;;
117;Rubirizi DLG;166;77,601,377;0;0;77,601,377;22;17,412,562;1;20,453,988
118 Rukiga DLG 0 0 0 0 0 0 0 0 0;;;;;;;;;;
119;Rukungiri DLG;0;0;0;0;0;0;0;0;0
120 Rwampara DLG 45 8,338,721 0 0 8,338,721 2 12,387,222 0 0;;;;;;;;;;
121;Sembabule DLG;214;348,680,895;0;0;348,680,895;0;0;0;0
122 Serere DLG 0 1,167,724,155 0 0 1,167,724,155 135 118,915,137 4 226,712,109;;;;;;;;;;
