SN Entity Name Absorption Excess release of wage Transfer LLGs to Off Budget Financing/Receipts;;;;;;;;
warrants Expenditure Unspent % Absorbed;;;;;;;;
22 Bundibugyo DLG 39,707,332,412 36,643,497,580 3,063,834,832 92% 0 0 0;;;;;;;;
23;Bunyangabu DLG;24,862,898,691;20,561,778,975;4,301,119,716;83%;2,052,937,854;0;0
24 Bushenyi DLG 36,980,426,746 34,439,580,522 2,540,846,224 93% 0 0 0;;;;;;;;
25;Bushenyi- Ishaka MC;11,684,719,691;11,292,130,344;392,589,347;97%;0;0;0
26 Busia MC 18,211,535,213 17,637,648,532 573,886,681 97% 0 0 0;;;;;;;;
27;Busia DLG;40,095,305,823;19,196,790,749;20,898,515,07;48%;0;20,078,498;0
;;;;4;;;;
28 Butaleja DLG 38,809,387,923 34,243,631,347 4,565,756,576 88% 0 0 0;;;;;;;;
29;Butambala DLG;24,985,442,499;22,376,845,377;2,608,597,122;90%;0;0;0
30 Butebo DLG 22,909,087,117 22,478,362,026 430,725,091 98% 0 0 0;;;;;;;;
31;Buvuma DLG;17,877,060,899;14,138,521,798;3,738,539,101;79%;0;0;0
32 Buyende DLG 26,829,931,702 26,468,947,497 360,984,205 99% 0 0 0;;;;;;;;
33;Dokolo DLG;23,524,159,956;23,288,388,774;235,771,182;99%;0;0;0
34 Entebbe MC 26,888,683,105 22,048,720,146 4,839,962,959 82% 0 0 0;;;;;;;;
35;Fort Portal City;31,666,904,298;24,431,286,453;7,235,617,845;77%;0;0;0
36 Gomba DLG 23,233,954,395 20,882,997,994 2,350,956,401 90% 0 0 0;;;;;;;;
37;Gulu City;49,386,722,617;45,917,881,177;3,468,841,440;93%;0;0;0
38 Gulu DLG 30,936,957,369 23,679,289,662 7,257,667,707 77% 4,001,598,220 0 0;;;;;;;;
39;Hoima City;32,440,208,365;25,077,585,804;7,362,622,561;77%;2,101,550,903;0;0
40 Hoima DLG 31,749,623,696 30,024,039,766 1,725,583,930 95% 0 0 0;;;;;;;;
41;Ibanda DLG;27,336,202,032;26,127,146,420;1,209,055,612;96%;0;0;0
42 Ibanda MC 13,531,822,207 12,752,370,415 779,451,792 94% 0 0 0;;;;;;;;
43;Iganga DLG;42,585,220,806;40,633,136,852;1,952,083,954;95%;0;0;0
44 Iganga MC 5,967,310,815 5,957,338,084 9,972,731 100% 0 0 0;;;;;;;;
45;Isingiro DLG;84,123,856,039;73,305,756,498;10,818,099,54;87%;0;524,019,290;0
;;;;1;;;;
46 Jinja City 50,969,290,015 45,789,531,939 5,179,758,076 90% 0 124,937,495 0;;;;;;;;
47;Jinja DLG;42,976,051,843;37,876,440,343;5,099,611,500;88%;2,971,814,746;0;0
48 Kabale DLG 45,921,136,512 42,840,442,007 3,080,694,505 93% 0 0 0;;;;;;;;
49;Kabale MC;24,259,900,946;18,754,562,405;5,505,338,541;77%;0;0;0
50 Kabarole DLG 31,780,524,335 25,404,608,862 6,375,915,473 80% 2,397,749,672 0 0;;;;;;;;
51;Kaberamaido DLG;17,634,284,742;16,893,157,922;741,126,820;96%;0;0;0
52 Kagadi DLG 43,753,100,858 34,264,467,846 9,488,633,012 78% 4,587,724,191 585,148,825 0;;;;;;;;
53;Kakumiro DLG;34,040,505,106;28,100,149,304;5,940,355,802;83%;4,022,406,792;0;0
54 Kalaki DLG 17,103,891,637 13,429,786,442 3,674,105,195 79% 2,011,872,321 0 0;;;;;;;;
