SN Entity Name Total amount received Retained at the HLG Budget (HLG roads) Variance % performance Amount transferred to LLGS;;;;;;;
36 Kiruhura DLG 334,138,515 177,017,321 157,121,194 299,023,788 141,902,594 53%;;;;;;;
37;Kisoro DLG;285,040,000;72,449,000;212,591,000;406,545,000;193,954,000;52%
38 Kisoro MC 278,913,239 0 278,913,239 399,917,226 121,003,987 70%;;;;;;;
39;Koboko DLG;221,203,822;49,348,567;171,855,255;327,064,728;155,209,473;53%
40 Koboko MC 315,231,787 0 315,231,787 451,992,245 136,760,458 70%;;;;;;;
41;Kole DLG;266,810,620;98,770,321;168,040,299;319,804,000;151,763,701;53%
42 Kumi DLG 340,670,714 48,678,744 291,991,970 555,701,892 263,709,922 53%;;;;;;;
43;Kumi MC;262,813,204;0;262,813,204;376,832,336;114,019,132;70%
44 Kyegegwa DLG 305,905,886 119741701 186,164,185 354,296,695 168,132,510 53%;;;;;;;
45;Kyenjojo DLG;655,459,000;358,566,020;296,892,980;565,029,847;268,136,867;53%
46 Kyotera DLG 1,294,908,115 1,039,408,115 255,500,000 487,513,000 232,013,000 52%;;;;;;;
47;Lamwo DLG;898,740,497;195,289,497;703,451,000;1,040,789,000;337,338,000;68%
48 Lira City 703,934,000 0 703,934,000 884,859,000 180,925,000 80%;;;;;;;
49;Lira DLG;266,810,620;98,770,321;168,040,299;319,804,000;151,763,701;53%
50 Lugazi MC 329,904,000 0 329,904,000 483,982,449 154,078,449 68%;;;;;;;
51;Luuka DLG;373,970,000;119,134,000;254,836,000;300,249,000;45,413,000;85%
52 Lwengo DLG 406,657,359 175,573,010 231,084,349 467,436,757 236,352,408 49%;;;;;;;
53;Lyantonde DLG;276,150,182;77,387,884;198,762,298;333,344,000;134,581,702;60%
54 Makindye Ssabagabo MC 1,812,621,000 0 1,812,621,000 2,910,073,000 1,097,452,000 62%;;;;;;;
55;Manafwa DLG;238,699,614;135,707,239;102,992,375;196,009,013;93,016,638;53%
56 Masaka City 730,096,205 0 730,096,205 1,012,331,246 282,235,041 72%;;;;;;;
57;Masaka DLG;251,898,601;35,185,601;216,713,000;452,981,732;236,268,732;48%
58 Masindi MC 384,358,750 0 384,358,750 551,109,000 166,750,250 70%;;;;;;;
59;Mitooma DLG;285,542,278;104,181,130;181,361,148;345,212,490;163,851,342;53%
60 Mityana MC 365,845,634 0 365,845,634 530,846,654 165,001,020 69%;;;;;;;
61;Moroto DLG;171,024,000;35,091,000;135,933,000;258,699,000;122,766,000;53%
62 Moroto MC 292,886,720 0 292,886,720 419,953,000 127,066,280 70%;;;;;;;
63;Moyo DLG;321,375,836;141,092,832;180,283,004;389,738,585;209,455,581;46%
64 Mpigi DLG 443,564,870 149,974,506 293,590,364 558,781,000 265,190,636 53%;;;;;;;
65;Mubende DLG;987,718,000;711,899,000;275,819,000;527,562,000;251,743,000;52%
66 Mubende MC 412,454,688 0 412,454,688 579785757 167,331,069 71%;;;;;;;
67;Mukono DLG;859,766,863;418,935,863;440,831,000;844,611,000;403,780,000;52%
68 Nakapiripirit DLG 220,769,575 80,586,457 140,183,118 266,788,243 126,605,125 53%;;;;;;;
69;Nakaseke DLG;781,653,176;512,027,528;269,625,648;519,464,464;249,838,816;52%
70 Nakasongola DLG 503,391,000 216,672,000 286,719,000 545,669,090 258,950,090 53%;;;;;;;
71;Namisindwa DLG;330,423,565;145,949,746;184,473,819;349,275,000;164,801,181;53%
