sn LOCAL GOVERNMENT CUMM. AMOUNT CUMM0AMOUNT DUE % recovery DISBURSED (UGX) (UGX) CUMMULATIVE RECOVERIES AS AT 30 TH JUNE02022 CUMMULATIVE AMOUNT DUE AS AT 30TH JUNE02022;;;;;;
99;KYENJOJO DISTRICT LG;1,046,072,500;291,995,597;306,101,300;014,105,703;105%
100 KYOTERA DISTRICT LG 613,911,204 213,233,773 124,728,610 88,505,163 58%;;;;;;
101;LAMWO DISTRICT LG;596,943,500;111,150,523;76,561,000;34,589,523;69%
102 LIRA CITY 678,511,406 128,345,423 45,200,000 83,145,423 35%;;;;;;
103;LIRA DISTRICT LG;816,929,261;212,305,871;218,297,000;05,991,129;103%
104 LUGAZI MUNICIPALITY 316,341,670 90,430,081 71,800,000 18,630,081 79%;;;;;;
105;LUUKA DISTRICT LG;562,966,000;80,932,325;27,392,000;53,540,325;34%
106 LUWERO DISTRICT LG 848,820,716 185,323,965 233,047,450 047,723,485 126%;;;;;;
107;LWENGO DISTRICT LG;747,362,069;154,941,223;120,467,200;34,474,023;78%
108 LYANTONDE DISTRICT LG 586,866,500 214,359,912 204,652,177 9,707,735 95%;;;;;;
109;MADI0OKOLLO DISTRICT LG;259,376,700;62,298,343;8,430,000;53,868,343;14%
110 MAKINDYE SSABAGABO MUNICIPALITY 1,011,071,614 134,980,903 113,300,000 21,680,903 84%;;;;;;
111;MANAFWA DISTRICT LG;606,972,155;121,215,223;77,000,000;44,215,223;64%
112 MARACHA DISTRICT LG 622,960,050 145,222,523 105,900,000 39,322,523 73%;;;;;;
113;MASAKA CITY;217,266,207;160,030,150;14,514,786;145,515,364;9%
114 MASAKA DISTRICT LG 637,743,929 245,651,906 152,400,000 93,251,906 62%;;;;;;
115;MASINDI DISTRICT LG;615,674,000;222,475,523;203,049,600;19,425,923;91%
116 MASINDI MUNICIPALITY 242,561,224 68,963,525 57,400,000 11,563,525 83%;;;;;;
117;MAYUGE DISTRICT LG;1,052,114,000;212,887,340;124,941,950;87,945,390;59%
118 MBALE CITY 531,844,100 277,248,075 43,810,000 233,438,075 16%;;;;;;
119;MBALE DISTRICT LG;873,059,400;216,808,343;198,369,000;18,439,343;91%
120 MBARARA CITY 217,917,000 209,215,423 93,900,000 115,315,423 45%;;;;;;
121;MBARARA DISTRICT LG;828,110,125;198,423,643;187,247,800;11,175,843;94%
122 MITOMA DISTRICT LG 496,942,565 136,235,200 120,554,960 15,680,240 88%;;;;;;
123;MITYANA DISTRICT LG;888,815,328;315,412,538;287,950,000;27,462,538;91%
124 MITYANA MUNICIPALITY 357,822,947 165,470,698 98,869,300 66,601,398 60%;;;;;;
125;MOROTO DISTRICT LG;648,066,000;144,435,077;81,189,350;63,245,727;56%
126 MOROTO MUNICIPALITY 126,884,500 74,332,147 36,388,225 37,943,922 49%;;;;;;
127;MOYO DISTRICT LG;332,674,086;154,641,923;86,194,600;68,447,323;56%
128 MPIGI DISTRICT LG 280,530,000 77,185,148 51,200,000 25,985,148 66%;;;;;;
129;MUBENDE DISTRICT LG;542,425,000;127,623,843;104,900,000;22,723,843;82%
130 MUBENDE MUNICIPALITY 326,890,800 62,294,914 61,497,925 796,989 99%;;;;;;
131;MUKONO DISTRICT LG;1,362,525,050;172,564,533;144,396,000;28,168,533;84%
132 MUKONO MUNICIPALITY 1,106,525,000 160,091,081 121,197,460 38,893,621 76%;;;;;;
133;NABILATUK DISTRICT LG;276,452,379;66,125,906;37,547,000;28,578,906;57%
