SN Entity Name Under payment of salaries No. of staff who were underpai d Under payment of pension Under payment of gratuity Total No. of staff/pensioner s who were underpaid Under payment of salaries pension and gratuity No. of pensioner s who were underpaid No. of pensioner s who were underpaid;;;;;;;;;
44 Kanungu DLG - - - - 4 263,704,899 4 263,704,899;;;;;;;;;
45;Kapchorwa DLG;;;10;14,969,562;7;195,621,317;17;210,590,879
46 Kapelebyong DLG 2 2,307,928 - - 5 174,436,001 7 176,743,929;;;;;;;;;
47;Kasanda DLG;1;1,753,636;1;10,120,082;1;17,794,970;3;29,668,688
48 Kasese DLG 3 1,390,657 14 4,406,935 - - 17 5,797,592;;;;;;;;;
49;Katakwi DLG;54;40,907,518;48;76,443,176;15;421,214,313;117;538,565,007
50 Kayunga DLG 15 18,498,602 15 16,884,967 25 773,212,876 55 808,596,445;;;;;;;;;
51;Kazo DLG;12;6,788,897;4;10,002,470;1;29,141,798;17;45,933,165
52 Kibaale DLG - - 258 81,164,138 10 365,675,621 268 446,839,759;;;;;;;;;
53;Kiboga DLG;26;25,149,343;-;-;-;-;26;25,149,343
54 Kibuku DLG 4 3,067,412 4 3,067,412;;;;;;;;;
55;Kikuube DLG;1;494,805;1;308,282;2;43,703,577;4;44,506,664
56 Kiruhura DLG - - 1 2,383,476 - - 1 2,383,476;;;;;;;;;
57;Kiryandongo DLG;9;4,647,021;14;15,148,551;1;74,145,857;24;93,941,429
58 Kisoro DLG 4 11,439,927 - - 3 71,723,587 7 83,163,514;;;;;;;;;
59;Kitagwenda DLG;8;6,168,285;54;56,498,685;-;-;62;62,666,970
60 Kitgum DLG 29 6,021,536 42 9,412,673 2 62,240,795 73 77,675,004;;;;;;;;;
61;Koboko DLG;54;32,378,510;7;3,463,836;4;104,185,813;65;140,028,159
62 Kole DLG - - 15 8,887,640 19 690,555,744 34 699,443,384;;;;;;;;;
63;Kumi DLG;4;3,354,732;39;28,610,769;;;43;31,965,501
64 Kwania DLG 36 13,882,408 38 32,191,016 5 96,640,142 79 142,713,566;;;;;;;;;
65;Kween DLG;-;-;4;539,295;1;7,608,376;5;8,147,671
66 Kyankwanzi DLG 16 12,601,201 9 2,551,977 8 199,565,944 33 214,719,122;;;;;;;;;
67;Kyegegwa DLG;9;2,871,067;-;-;-;-;9;2,871,067
68 Kyenjojo DLG 493 483,068,356 1 5,219,498 - - 494 488,287,854;;;;;;;;;
69;Kyotera DLG;16;9,078,536;19;56,263,454;12;524,778,525;47;590,120,515
70 Lamwo DLG 199 72,385,357 65 172,870,554 5 218,812,963 269 464,068,874;;;;;;;;;
71;Lira DLG;54;87,787,056;309;474,851,062;-;-;363;562,638,118
72 Luuka DLG - - - - 1 28,119,444 1 28,119,444;;;;;;;;;
73;Lwengo DLG;11;15,516,433;3;1,839,683;11;254,289,430;25;271,645,546
74 Lyantonde DLG 16 3,581,341 2 8,183,991 26 565,278,652 44 577,043,984;;;;;;;;;
75;Madi-Okollo DLG;68;96,909,820;-;-;-;-;68;96,909,820
76 Manafwa DLG 13 47,240,560 18 519,091,647 31 566,332,207;;;;;;;;;
77;Masindi DLG;3;1,403,523;1;2,910,457;5;98,907,353;9;103,221,333
