SN Entity Name Strategic plan Local Revenue Overall budget performance;;;;;;;;;;
Approved Budget warrants Uncollected % Approved warrants Variance collecte Budget d %fu ndin g;;;;;;;;;;
18 Bukomansimbi DLG Approved 151,000,000 111,811,370 39,188,630 74% 24,105,731,733 22,422,186,701 1,683,545,032 93%;;;;;;;;;;
19;Bukwo DLG;Not approved;374,939,000;157,463,974;217,475,026;42%;30,297,321,491;29,549,392,248;747,929,243;98%
20 Bulambuli DLG Not approved 228,801,500 147,321,464 81,480,036 64% 32,147,524,085 30,753,299,409 1,394,224,676 96%;;;;;;;;;;
21;Buliisa DLG;Approved;1,087,180,080;262,035,121;825,144,959;24%;20,645,789,080;18,294,791,160;2,350,997,920;89%
22 Bundibugyo DLG Not approved 756,222,000 221,612,526 534,609,474 29% 42,313,697,300 39,707,332,412 2,606,364,888 94%;;;;;;;;;;
23;Bunyangabu DLG;Not approved;487,597,963;211,601,973;275,995,990;43%;26,641,666,138;24,862,898,691;1,778,767,447;93%
24 Bushenyi DLG Not approved 679,805,428 319,574,800 360,230,628 47% 38,112,899,845 36,980,426,746 1,132,473,099 97%;;;;;;;;;;
25;Bushenyi- Ishaka MC;Approved;1,110,440,813;682,780,216;427,660,597;61%;11,707,367,527;11,684,719,691;22,647,836;100%
26 Busia MC Approved 1,599,880,000 1,074,690,000 525,190,000 67% 18,974,445,278 18,211,535,213 762,910,065 96%;;;;;;;;;;
27;Busia DLG;Approved;870,694,980;214,699,540;655,995,440;25%;41,389,214,176;40,095,305,823;1,293,908,353;97%
28 Butaleja DLG Approved 590,270,351 590,270,351 0 100% 39,255,221,440 38,809,387,923 445,833,517 99%;;;;;;;;;;
29;Butambala DLG;Not approved;171,168,775;117,605,961;53,562,814;69%;27,157,962,115;24,985,442,499;2,172,519,616;92%
30 Butebo DLG Not approved 236,462,411 223,894,411 12,568,000 95% 22,921,655,117 22,909,087,117 12,568,000 100%;;;;;;;;;;
31;Buvuma DLG;Not approved;190,468,832;190,468,674;158;100%;19,575,623,876;17,877,060,899;1,698,562,977;91%
32 Buyende DLG Not approved 384,306,000 240,714,750 143,591,250 63% 28,178,460,604 26,829,931,702 1,348,528,902 95%;;;;;;;;;;
33;Dokolo DLG;Approved;418,898,884;163,985,184;254,913,700;39%;32,291,055,177;23,524,159,956;8,766,895,221;73%
34 Entebbe MC Approved 12,658,554,000 3,125,844,597 9,532,709,40 3 25% 38,109,359,602 26,888,683,105 11,220,676,497 71%;;;;;;;;;;
35;Fort Portal City;Not approved;2,770,000,000;2,082,902,071;687,097,929;75%;32,686,993,162;31,666,904,298;1,020,088,864;97%
36 Gomba DLG Not approved 617,540,000 285,670,009 331,869,991 46% 24,748,555,674 23,233,954,395 1,514,601,279 94%;;;;;;;;;;
37;Gulu City;Approved;3,884,884,200;2,063,169,856;1,821,714,34;53%;51,960,870,117;49,386,722,617;2,574,147,500;95%
;;;;;4;;;;;
38 Gulu DLG Approved 491,220,977 497,004,131 -5,783,154 101% 34,313,773,463 30,936,957,369 3,376,816,094 90%;;;;;;;;;;
39;Hoima City;Not approved;2,134,232,000;1,367,566,622;766,665,378;64%;33,529,655,343;32,440,208,365;1,089,446,978;97%
40 Hoima DLG Approved 1,345,235,000 731,588,383 613,646,617 54% 37,842,767,262 31,749,623,696 6,093,143,566 84%;;;;;;;;;;
41;Ibanda DLG;Approved;818,369,250;894,184,277;-75,815,027;109%;28,725,984,832;27,336,202,032;1,389,782,800;95%
42 Ibanda MC Approved 1,210,100,000 548,450,672 661,649,328 45% 14,399,870,002 13,531,822,207 868,047,795 94%;;;;;;;;;;
43;Iganga DLG;Approved;630,290,000;286,871,529;343,418,471;46%;44,564,346,054;42,585,220,806;1,979,125,248;96%
44 Iganga MC Not approved 1,173,904,000 143,170,750 1,030,733,25 0 12% 7,688,860,754 5,967,310,815 1,721,549,939 78%;;;;;;;;;;
45;Isingiro DLG;Approved;1,959,976,958;1,795,744,864;164,232,094;92%;119,645,003,524;84,123,856,039;35,521,147,485;70%
46 Jinja City 6,840,149,75 1 Approved 10,528,738,497 3,688,588,746 35% 58,090,748,734 50,969,290,015 7,121,458,719 88%;;;;;;;;;;
47;Jinja DLG;Approved;2,039,503,772;1,526,910,994;512,592,778;75%;44,031,449,723;42,976,051,843;1,055,397,880;98%
