SN Entity Name Strategic plan Local Revenue Overall budget performance;;;;;;;;;;
Approved Budget warrants Uncollected % Approved warrants Variance collecte Budget d %fu ndin g;;;;;;;;;;
48 Kabale DLG Not approved 481,087,998 306,504,190 174,583,808 64% 45,945,517,499 45,921,136,512 24,380,987 100%;;;;;;;;;;
49;Kabale MC;Not approved;2,935,576,075;1,563,631,571;1,371,944,50;53%;26,030,445,891;24,259,900,946;1,770,544,945;93%
;;;;;4;;;;;
50 Kabarole DLG Not approved 829,853,000 745,522,932 84,330,068 90% 33,074,418,736 31,780,524,335 1,293,894,401 96%;;;;;;;;;;
51;Kaberamaido DLG;Not approved;173,943,938;154,901,305;19,042,633;89%;18,526,562,106;17,634,284,742;892,277,364;95%
52 Kagadi DLG Approved 897,200,000 211,183,558 686,016,442 24% 55,379,398,541 43,753,100,858 11,626,297,683 79%;;;;;;;;;;
53;Kakumiro DLG;Approved;461,508,846;124,740,567;336,768,279;27%;37,535,412,241;34,040,505,106;3,494,907,135;91%
54 Kalaki DLG Not approved 349,744,290 100,907,318 248,836,972 29% 17,667,299,431 17,103,891,637 563,407,794 97%;;;;;;;;;;
55;Kalangala DLG;Not approved;624,837,273;515,843,345;108,993,928;83%;22,894,657,653;19,255,578,562;3,639,079,091;84%
56 Kaliro DLG Approved 187,672,253 172,120,402 15,551,851 92% 38,169,054,973 35,901,144,843 2,267,910,130 94%;;;;;;;;;;
57;Kalungu DLG;Not approved;676,169,000;230,523,533;445,645,467;34%;31,130,305,682;28,795,921,074;2,334,384,608;93%
58 Kamuli DLG Approved 545,891,000 472,672,928 73,218,072 87% 63,730,997,208 61,487,285,797 2,243,711,411 96%;;;;;;;;;;
59;Kamuli MC;Not approved;418,713,267;170,599,249;248,114,018;41%;21,906,393,040;21,130,778,694;775,614,346;96%
60 Kamwenge DLG Not approved 918,544,000 288,790,481 629,753,519 31% 57,025,692,404 54,827,697,933 2,197,994,471 96%;;;;;;;;;;
61;Kanungu DLG;Not approved;1,766,840,753;568,305,566;1,198,535,18;32%;48,137,689,731;44,030,676,812;4,107,012,919;91%
;;;;;7;;;;;
62 Kapchorwa DLG Not approved 266,229,452 266,229,452 0 100% 21,667,317,765 22,517,959,276 -850,641,511 104%;;;;;;;;;;
63;Kapchorwa MC;Approved;301,000,000;173,046,718;127,953,282;57%;8,646,096,869;8,395,473,308;250,623,561;97%
64 Kapelebyong DLG Approved 287,353,782 201,344,966 86,008,816 70% 16,088,411,706 15,569,721,601 518,690,105 97%;;;;;;;;;;
65;Kasese MC;Not approved;1,238,901,021;911,251,895;327,649,126;74%;32,139,734,547;30,900,924,929;1,238,809,618;96%
66 Kasese DLG Approved 3,955,789,049 907,750,076 3,048,038,97 23% 93,976,496,887 81,918,725,603 12,057,771,284 87% 3;;;;;;;;;;
67;Kassanda DLG;Not approved;568,555,000;433,426,577;135,128,423;76%;34,316,145,156;32,378,212,359;1,937,932,797;94%
68 Katakwi DLG Approved 939,561,060 281,674,292 657,886,768 30% 34,728,149,610 32,045,504,801 2,682,644,809 92%;;;;;;;;;;
69;Kayunga DLG;Approved;991,923,000;834,518,119;157,404,881;84%;51,936,096,040;48,613,572,001;3,322,524,039;94%
70 Kazo DLG Approved 824,355,800 543,403,991 280,951,809 66% 20,680,903,925 20,798,136,942 -117,233,017 101%;;;;;;;;;;
71;Kibaale DLG;Approved;209,023,387;370,896,191;-161,872,804;177%;31,638,859,347;30,224,714,785;1,414,144,562;96%
72 Kiboga DLG Not approved 791,913,000 637,280,783 154,632,217 80% 29,731,819,001 27,790,363,854 1,941,455,147 93%;;;;;;;;;;
73;Kibuku DLG;Not approved;306,708,460;306,708,460;0;100%;31,508,971,145;28,753,665,289;2,755,305,856;91%
74 Kikuube DLG Not approved 1,132,183,000 738,344,107 393,838,893 65% 41,730,688,194 39,760,285,943 1,970,402,251 95%;;;;;;;;;;
75;Kira MC;Approved;11,495,000,000;8,951,100,810;2,543,899,19;78%;30,980,655,310;27,879,646,471;3,101,008,839;90%
;;;;;0;;;;;
76 Kiruhura DLG Not approved 1,151,833,000 699,746,048 452,086,952 61% 27,386,019,207 24,387,600,876 2,998,418,331 89%;;;;;;;;;;
77;Kiryandongo DLG;Approved;471,559,000;403,536,554;68,022,446;86%;52,766,670,170;47,174,781,543;5,591,888,627;89%
