SN Entity Name Over remittance of PAYE Under- remittance of PAYE Over remittance of LST Under- remittance of LST Over remittance of loans Under- remittance of loans Over remittance of other payroll deductions (union and association contributio ns, etc) Under- remittance of other payroll deductions (union and association contribution s, etc);;;;;;;;;
61;Ntoroko DLG;0;611,258,653;0;17,196,250;984,148;0;0;2,901,697
62 Oyam DLG 0 7,341,501 1,897,741 0 0 658,667 0 179,356;;;;;;;;;
63;Pader DLG;213,984,251;0;217,100,724;0;19,552,928;0;0;15,257,249
64 Rakai DLG 0 0 0 0 2,536,235 0 0 1,608,550;;;;;;;;;
65;Rubanda DLG;0;0;0;17,861,661;0;0;0;0
66 Rukiga DLG 0 0 0 0 2,257,887 0 0 294,312;;;;;;;;;
67;Rukungiri DLG;0;3,124,470;1,688,711;0;35,109,885;0;2,670,980;0
68 Rwampara DLG 0 6,915,972 0 1,923,750 0 226,769 0 17,655,816;;;;;;;;;
69;Serere DLG;101,394,233;0;0;5,322,470;47,580,981;0;2,467,232;0
70 Sheema DLG 0 224,393,404 0 0 0 0 0 0;;;;;;;;;
71;Sironko DLG;0;692,077;0;411,656;119,713;0;0;133,946
72 Soroti DLG 206,660,833 0 0 1,309,602 0 1,638,969 76,565 0;;;;;;;;;
73;Terego DLG;0;36,952,586;0;10,662,940;29,011,783;0;296,047;0
74 Zombo DLG 212,128,102 0 24,464,077 0 132,200,831 0 7,960,021 0;;;;;;;;;
;Total;1,501,880,713;5,470,375,842;2,583,748,085;451,598,859;902,686,464;1,611,519,228;25,570,435;164,418,625
