SN Entity Name Absorption Excess release of wage Transfer LLGs to Off Budget Financing/Receipts;;;;;;;;
warrants Expenditure Unspent % Absorbed;;;;;;;;
121;Mubende DLG;39,647,152,652;34,923,221,857;4,723,930,795;88%;0;1,138,791,914;0
122 Mubende MC 31,308,367,407 26,727,376,138 4,580,991,269 85% 0 0 0;;;;;;;;
123;Mukono DLG;57,834,245,531;55,901,318,197;1,932,927,334;97%;0;0;0
124 Mukono MC 22,502,726,784 18,587,918,237 3,914,808,547 83% 0 0 0;;;;;;;;
125;Nakapiripit DLG;13,792,230,712;12,945,450,637;846,780,075;94%;0;148,785,780;0
126 Nakaseke DLG 35,726,792,690 33,314,456,534 2,412,336,156 93% 0 0 0;;;;;;;;
127;Nakasongola DLG;31,387,140,337;30,027,827,577;1,359,312,760;96%;0;0;400,000,000
128 Namayingo DLG 30,764,093,834 26,542,664,138 4,221,429,696 86% 0 0 0;;;;;;;;
129;Namisindwa DLG;30,276,933,318;28,725,738,658;1,551,194,660;95%;0;0;0
130 Namutumba DLG 33,545,828,238 31,116,858,743 2,428,969,495 93% 0 0 0;;;;;;;;
131;Nansana MC;28,771,493,569;26,482,840,811;2,288,652,758;92%;0;0;0
132 Napal DLG DLG 17,502,475,644 16,530,012,194 972,463,450 94% 0 0 0;;;;;;;;
133;Nebbi DLG;32,975,573,035;31,506,692,387;1,468,880,648;96%;0;0;0
134 Nebbi MC 5,315,320,126 4,846,497,885 468,822,241 91% 0 0 0;;;;;;;;
135;Ngora DLG;22,984,373,307;22,162,388,727;821,984,580;96%;0;0;0
136 Njeru MC 12,513,270,328 12,507,550,990 5,719,338 100% 0 0 0;;;;;;;;
137;Ntoroko DLG;23,319,020,690;17,838,045,388;5,480,975,302;76%;2,448,236,990;0;0
138 Ntugamo MC 10,006,372,814 6,421,172,764 3,585,200,050 64% 0 0 0;;;;;;;;
139;Ntungamo DLG;65,955,356,867;59,053,809,204;6,901,547,663;90%;0;0;0
140 Nwoya DLG 26,906,362,637 23,984,644,132 2,921,718,505 89% 0 0 0;;;;;;;;
141;Obongi DLG;36,016,551,508;31,128,601,256;4,887,950,252;86%;0;0;0
142 Otuke DLG 19,045,497,065 17,609,180,705 1,436,316,360 92% 0 0 342,888,374;;;;;;;;
143;Oyam DLG;48,266,804,257;42,073,370,843;6,193,433,414;87%;0;0;0
144 Pader DLG 32,381,009,380 31,488,029,130 892,980,250 97% 0 172,984,126 0;;;;;;;;
145;Pakwach DLG;23,874,245,553;20,530,628,195;3,343,617,358;86%;2,457,707,239;29,000,000;0
146 Pallisa DLG 40,668,548,479 37,753,661,347 2,914,887,132 93% 0 0 0;;;;;;;;
147;Rakai DLG;43,948,336,253;42,336,787,704;1,611,548,549;96%;0;0;0
148 Rubanda DLG 32,450,904,042 30,989,097,975 1,461,806,067 95% 0 0 0;;;;;;;;
149;Rubirizi DLG;23,166,794,758;20,530,176,600;2,636,618,158;89%;0;0;350,890,654
150 Rukiga DLG 23,721,798,107 20,362,927,389 3,358,870,718 86% 0 0 0;;;;;;;;
151;Rukungiri DLG;47,948,154,494;46,890,746,619;1,057,407,875;98%;0;0;0
152 Rukungiri MC 9,588,610,221 8,847,154,258 741,455,963 92% 0 0 0;;;;;;;;
153;Rwampara DLG;23,245,993,216;19,456,469,037;3,789,524,179;84%;2,542,813,461;0;0
154 Sembabule DLG 34,093,818,966 32,559,068,877 1,534,750,089 95% 0 0 0;;;;;;;;
155;Serere DLG;36,425,484,861;34,358,443,242;2,067,041,619;94%;0;0;0
