Misclassification Unaccounted for funds;;;;;;;;;;
SN Entity Name Salary, Irrigation Exgratia Total pension and gratuity Other expenditure lines Administrative expenses PDM Support to Organized Groups for improvement of people’s livelihood Total;;;;;;;;;;
32 Buyende DLG 0 0 0 0 0 0 0 0 0;;;;;;;;;;
33;Dokolo DLG;0;0;0;0;0;0;0;0;0
34 Entebbe MC 0 0 0 0 0 0 0 0 0;;;;;;;;;;
35;Fort Portal City;0;0;0;0;0;0;0;0;0
36 Gomba DLG 0 0 0 0 0 0 0 0 0;;;;;;;;;;
37;Gulu City;0;0;0;0;0;464,967,732;11,233,000;0;476,200,732
38 Gulu DLG 41,648,614 0 0 146,888,000 188,536,614 0 0 0 0;;;;;;;;;;
39;Hoima City;0;0;0;0;0;0;0;0;0
40 Hoima DLG 0 0 0 5,782,116,807 5,782,116,807 0 0 53,000,000 53,000,000;;;;;;;;;;
41;Ibanda DLG;42,269,313;562,258,360;0;0;604,527,673;0;0;0;0
42 Ibanda MC 0 0 0 0 0 0 0 0 0;;;;;;;;;;
43;Iganga DLG;0;293,479,474;0;0;293,479,474;0;0;0;0
44 Iganga MC 0 0 0 0 0 0 0 0 0;;;;;;;;;;
45;Isingiro DLG;0;0;0;0;0;0;0;0;0
46 Jinja City 0 0 0 116,271,108 116,271,108 0 0 0 0;;;;;;;;;;
47;Jinja DLG;0;265,244,129;0;0;265,244,129;0;0;0;0
48 Kabale DLG 240,859,233 0 0 0 240,859,233 0 0 0 0;;;;;;;;;;
49;Kabale MC;0;0;0;0;0;0;0;0;0
50 Kabarole DLG 0 0 0 0 0 0 0 0 0;;;;;;;;;;
51;Kaberamaido DLG;301,075,279;0;0;433,609,995;734,685,274;0;0;0;0
52 Kagadi DLG 26,145,379 0 0 425,128,812 451,274,191 0 0 0 0;;;;;;;;;;
53;Kakumiro DLG;0;0;0;0;0;0;0;0;0
54 Kalaki DLG 0 0 0 19,191,575 19,191,575 0 0 0 0;;;;;;;;;;
55;Kalangala DLG;0;0;0;0;0;0;120,800,452;0;120,800,452
56 Kaliro DLG 0 0 0 0 0 0 0 0 0;;;;;;;;;;
57;Kalungu DLG;0;245,494,700;0;0;245,494,700;0;0;0;0
58 Kamuli DLG 0 277,743,610 0 0 277,743,610 0 0 0 0;;;;;;;;;;
59;Kamuli MC;0;0;0;0;0;0;0;0;0
60 Kamwenge DLG 113,533,667 422,241,549 0 0 535,775,216 0 0 0 0;;;;;;;;;;
61;Kanungu DLG;0;0;0;0;0;0;0;0;0
62 Kapchorwa DLG 96,353,925 41,395,400 0 0 137,749,325 0 0 0 0;;;;;;;;;;
63;Kapchorwa MC;0;0;0;0;0;0;0;0;0
