Misclassification Unaccounted for funds;;;;;;;;;;
SN Entity Name Salary, Irrigation Exgratia Total pension and gratuity Other expenditure lines Administrative expenses PDM Support to Organized Groups for improvement of people’s livelihood Total;;;;;;;;;;
96 Lugazi MC 0 0 0 0 0 0 0 0 0;;;;;;;;;;
97;Luuka DLG;0;185,288,340;0;0;185,288,340;0;0;0;0
98 Luwero DLG 0 496,853,038 0 0 496,853,038 0 0 0 0;;;;;;;;;;
99;Lwengo DLG;0;349,181,500;0;0;349,181,500;0;0;0;0
100 Lyantonde DLG 0 0 0 0 0 0 0 0 0;;;;;;;;;;
101;Madi Okollo DLG;152,818,453;0;64,347,624;0;217,166,077;0;0;0;0
102 Makindye- Ssabagabo MC 0 0 0 0 0 0 0 0 0;;;;;;;;;;
103;Manafwa DLG;0;178,080,000;0;0;178,080,000;0;0;0;0
104 Maracha DLG 0 0 0 0 0 0 0 0 0;;;;;;;;;;
105;Masaka DLG;0;191,012,556;0;0;191,012,556;0;0;0;0
106 Masaka City 0 0 1,050,000 0 1,050,000 0 0 0 0;;;;;;;;;;
107;Masindi MC;0;0;0;724,089,374;724,089,374;0;0;0;0
108 Masindi DLG 0 0 0 274,546,863 274,546,863 0 0 0 0;;;;;;;;;;
109;Mayuge DLG;0;691,749,954;0;0;691,749,954;0;0;0;0
110 Mbale DLG 0 978,155,227 0 0 978,155,227 0 0 0 0;;;;;;;;;;
111;Mbale City City;0;0;0;0;0;0;0;0;0
112 Mbarara City 0 0 0 0 0 0 0 0 0;;;;;;;;;;
113;Mbarara DLG;0;0;0;0;0;0;0;0;0
114 Mitooma DLG 0 0 0 0 0 0 0 0 0;;;;;;;;;;
115;Mityana MC;0;0;0;212,684,427;212,684,427;0;0;0;0
116 Mityana DLG 13,354,277 959,359,474 0 0 972,713,751 0 0 0 0;;;;;;;;;;
117;Moroto DLG DLG;61,218,062;0;0;0;61,218,062;32,121,000;0;0;32,121,000
118 Moroto MC MC 0 0 0 93,678,751 93,678,751 43,885,966 0 0 43,885,966;;;;;;;;;;
119;Moyo DLG;0;0;6,700,766;90,047,094;96,747,860;0;0;0;0
120 Mpigi DLG 0 682,186,048 0 0 682,186,048 0 0 0 0;;;;;;;;;;
121;Mubende DLG;0;360,241,350;0;0;360,241,350;0;0;0;0
122 Mubende MC 0 0 0 0 0 0 0 0 0;;;;;;;;;;
123;Mukono DLG;0;1,192,689,171;0;0;1,192,689,171;0;0;0;0
124 Mukono MC 0 0 0 123,531,970 123,531,970 0 0 0 0;;;;;;;;;;
125;Nakapiripit DLG;206,356,796;0;0;0;206,356,796;0;0;0;0
126 Nakaseke DLG 1,689,071 687,041,722 0 0 688,730,793 18,579,130 0 0 18,579,130;;;;;;;;;;
