sn Entity name No. of gazetted parishes No. of SACCOs funded SACCO s not funded Approved budget (UGX) SACCOs funded in un- gazetted parishes Release (UGX) Variance (UGX) Planned funding per SACCO (UGX) Actual funding per SACCO (UGX) Funding gap per PDM SACCO (UGX);;;;;;;;;;;
136 Otuke DLG 54 27 27 0 921,621,673 571,754,473 349,867,200 11,946,385 16,917,979 04,971,594;;;;;;;;;;;
137;Kapelebyong DLG;55;55;0;0;974,388,937;608,198,589;366,190,348;11,946,385;9,023,349;2,923,036
138 Kumi MC 14 14 0 0 243,446,691 120,417,747 123,028,944 11,946,385 6,067,894 5,878,491;;;;;;;;;;;
139;Serere DLG;70;70;0;0;1,217,236,171;682,281,990;534,954,181;11,946,385;8,123,331;3,823,054
140 Napak DLG 57 57 0 0 1,095,419,354 858,991,663 236,427,691 11,946,385 13,448,637 01,502,252;;;;;;;;;;;
141;Moroto MC;4;3;1;0;69,556,352;61,907,248;7,649,104;11,946,385;17,000,000;05,053,615
142 Bukwo DLG 109 98 11 0 1,895,410,609 1,033,082,696 862,327,913 11,946,385 7,105,909 4,840,476;;;;;;;;;;;
143;Arua DLG;32;32;0;0;556,450,820;347,185,198;209,265,622;11,946,385;7,106,587;4,839,798
144 Gulu City 32 32 0 0 556,450,823 313,381,643 243,069,180 11,946,385 4,917,440 7,028,945;;;;;;;;;;;
145;Kaberamaido DLG;29;29;0;0;504,283,556;290,995,752;213,287,804;11,946,385;7,672,267;4,274,118
146 Kitgum DLG 72 10 62 0 1,252,014,348 682,239,439 569,774,909 11,946,385 5,256,000 6,690,385;;;;;;;;;;;
147;Nwoya DLG;44;44;0;0;765,119,880;477,379,649;287,740,231;11,946,385;2,365,097;9,581,288
148 Obongi DLG 28 28 0 0 486,984,469 303,651,310 183,333,159 11,946,385 7,629,837 4,316,548;;;;;;;;;;;
149;Agago DLG;117;117;0;0;2,034,523,315;1,269,395,885;765,127,430;11,946,385;6,682,994;5,263,391
150 Apac DLG 34 34 0 0 618,965,872 435,259,514 183,706,358 11,946,385 10,287,969 1,658,416;;;;;;;;;;;
151;Busia DLG;62;62;0;0;1,078,123,466;669,189,290;408,934,176;11,946,385;9,100,000;2,846,385
152 Buvuma DLG 38 38 0 0 660,786,000 412,282,426 248,503,574 11,946,385 7,105,909 4,840,476;;;;;;;;;;;
153;Kalangala DLG;17;7;10;0;295,614,499;164,145,696;131,468,803;11,946,385;17,257,207;05,310,822
154 Kitagwenda DLG 55 55 0 0 956,399,849 596,724,562 359,675,287 11,946,385 6,226,492 5,719,893;;;;;;;;;;;
155;Kitgum MC;11;11;0;0;191,279,869;120,055,510;71,224,359;11,946,385;5,074,250;6,872,135
156 Mukono MC 9 9 0 0 156,501,794 89,661,841 66,839,953 11,946,385 4,000,000 7,946,385;;;;;;;;;;;
157;Entebbe MC;4;4;0;0;69,556,352;43,398,149;26,158,203;11,946,385;7,833,456;4,112,929
158 Amuru DLG 58 57 1 0 1,008,567,113 629,273,174 379,293,939 11,946,385 5,138,441 6,807,944;;;;;;;;;;;
159;Kwania DLG;49;49;0;0;852,065,320;476,124,221;375,941,099;11,946,385;7,106,101;4,840,283
160 Lira DLG 58 58 0 0 1,008,567,305 741,506,271 267,061,034 11,946,385 11,784,032 162,353;;;;;;;;;;;
161;Buikwe DLG;52;31;21;0;539,061,733;336,335,896;202,725,837;11,946,385;0;11,946,385
162 Ibanda MC 21 21 0 0 365,170,852 225,303,469 139,867,383 11,946,385 7,534,478 4,411,907;;;;;;;;;;;
163;Butambala DLG;25;25;0;0;434,727,205;210,284,125;224,443,080;11,946,385;8,274,000;3,672,385
164 Amudat DLG 44 44 0 0 765,119,880 476,971,254 288,148,626 11,946,385 7,094,582 4,851,803;;;;;;;;;;;
165;Ntoroko DLG;47;47;0;0;817,287,144;535,605,345;281,681,799;11,946,385;7,652,220;4,294,165
166 Kasese MC 18 18 0 0 313,003,586 161,295,519 151,708,067 11,946,385 7,037,782 4,908,603;;;;;;;;;;;
167;Kassanda DLG;92;32;60;0;1,599,796,111;998,157,448;601,638,663;11,946,385;17,000,000;05,053,615
168 Omoro DLG 65 65 0 0 1,130,290,730 705,219,936 425,070,794 11,946,385 7,313,254 4,633,131;;;;;;;;;;;
169;Luwero DLG;101;100;1;0;1,756,297,905;1,153,005,475;603,292,430;11,946,385;7,997,000;3,949,385
