SN Entity Name Absorption Excess release of wage Transfer LLGs to Off Budget Financing/Receipts;;;;;;;;
warrants Expenditure Unspent % Absorbed;;;;;;;;
89;Kyankwanzi DLG;29,961,018,886;27,044,826,001;2,916,192,885;90%;0;0;0
90 Kyegegwa DLG 51,906,962,379 42,010,275,479 9,896,686,900 81% 0 169,906,666 0;;;;;;;;
91;kyenjojo DLG;48,783,757,564;42,013,520,258;6,770,237,306;86%;0;0;0
92 Kyotera DLG 39,193,598,994 35,926,005,558 3,267,593,436 92% 0 0 0;;;;;;;;
93;Lamwo DLG;48,320,085,318;41,646,778,955;6,673,306,363;86%;0;0;0
94 Lira City 42,012,644,858 35,186,882,702 6,825,762,156 84% 2,012,273,042 0 0;;;;;;;;
95;Lira DLG;39,485,569,918;32,066,592,440;7,418,977,478;81%;0;300,110,546;0
96 Lugazi MC 27,142,890,168 19,986,329,853 7,156,560,315 74% 0 0 0;;;;;;;;
97;Luuka DLG;30,651,591,016;27,645,019,299;3,006,571,717;90%;0;0;0
98 Luwero DLG 70,065,278,636 0 70,065,278,63 0% 6 0 0 0;;;;;;;;
99;Lwengo DLG;32,148,893,519;28,622,557,089;3,526,336,430;89%;0;0;0
100 Lyantonde DLG 18,928,350,342 17,315,185,791 1,613,164,551 91% 0 23,137,182 0;;;;;;;;
101;Madi Okollo DLG;30,882,287,746;27,937,245,343;2,945,042,403;90%;0;0;0
102 Makindye- Ssabagabo MC 21,970,955,485 0 21,970,955,48 0% 5 0 0 0;;;;;;;;
103;Manafwa DLG;32,314,022,238;28,143,462,499;4,170,559,739;87%;0;0;0
104 Maracha DLG 30,589,523,882 26,104,276,925 4,485,246,957 85% 2,540,902,310 0 0;;;;;;;;
105;Masaka DLG;19,984,292,997;18,413,164,851;1,571,128,146;92%;0;0;0
106 Masaka City 39,377,424,934 35,434,227,386 3,943,197,548 90% 0 0 0;;;;;;;;
107;Masindi MC;13,208,468,876;12,410,985,990;797,482,886;94%;0;0;0
108 Masindi DLG 31,043,870,003 28,286,651,936 2,757,218,067 91% 0 0 0;;;;;;;;
109;Mayuge DLG;50,196,940,048;45,670,547,383;4,526,392,665;91%;0;0;0
110 Mbale DLG 44,800,253,897 43,021,470,498 1,778,783,399 96% 0 0 0;;;;;;;;
111;Mbale City City;54,509,554,490;52,440,655,447;2,068,899,043;96%;0;0;0
112 Mbarara City 56,163,575,756 37,529,896,173 18,633,679,58 67% 3 2,497,489,578 0 0;;;;;;;;
113;Mbarara DLG;31,389,570,562;29,057,935,457;2,331,635,105;93%;0;0;0
114 Mitooma DLG 31,033,824,747 28,534,656,313 2,499,168,434 92% 0 0 0;;;;;;;;
115;Mityana MC;10,286,862,838;10,120,930,540;165,932,298;98%;0;0;0
116 Mityana DLG 34,739,884,076 34,060,294,580 679,589,496 98% 0 0 0;;;;;;;;
117;Moroto DLG DLG;17,127,913,866;14,133,470,694;2,994,443,172;83%;0;0;0
118 Moroto MC MC 7,880,859,977 7,433,003,905 447,856,072 94% 0 0 0;;;;;;;;
119;Moyo DLG;29,195,416,011;27,516,553,465;1,678,862,546;94%;0;0;0
120 Mpigi DLG 34,682,719,605 32,974,065,081 1,708,654,524 95% 0 0 0;;;;;;;;
