SN Entity Name Over remittance of PAYE Under- remittance of PAYE Over remittance of LST Under- remittance of LST Over remittance of loans Under- remittance of loans Over remittance of other payroll deductions (union and association contributio ns, etc) Under- remittance of other payroll deductions (union and association contribution s, etc);;;;;;;;;
30 Kasanda DLG 34,238,685 0 24,351,111 0 7,421,158 0 0 0;;;;;;;;;
31;Kasese DLG;50,323,268;0;1,100,000;0;1,098,637;0;0;1,569,845
32 Katakwi DLG 12,837,742 0 603,750 0 16,341,645 0 0 1,926,596;;;;;;;;;
33;Kazo DLG;0;32,152,613;3,586,951;0;0;10,076,515;0;2,009,830
34 Kibuku DLG 0 0 8,708,757 0 0 0 0 0;;;;;;;;;
35;Kiruhura DLG;298,848;0;0;554,772;1,713,506;0;0;0
36 Kisoro DLG 0 9,369,790 0 37,851,490 222,787,561 0 0 2,943,417;;;;;;;;;
37;Kitagwenda DLG;0;119,729,596;0;31,437,519;0;51,441,866;0;1,003,508
38 Kole DLG 0 47,270,021 5,545,380 0 95,900,089 0 0 2,353,456;;;;;;;;;
39;Kumi DLG;0;60,076,895;0;6,921,689;10,031,234;0;0;0
40 Kwania DLG 0 461,309,217 84,417,328 0 0 63,862,249 0 0;;;;;;;;;
41;Kween DLG;0;19,361,360;2,265,000;0;0;394,808;0;0
42 Kyegegwa DLG 19,368,937 0 0 4,441,178 5,835,407 0 0 12,150;;;;;;;;;
43;Kyenjojo DLG;0;222,972,734;2,929,248;0;0;15,040,370;0;0
44 Kyotera DLG 11,183,105 0 16,878,159 0 911,228 0 0 21,233,357;;;;;;;;;
45;Lamwo DLG;0;202,897,742;3,912,446;0;0;39,783,714;0;2,977,389
46 Lira DLG 4,740,375 0 0 9,979,802 0 35,838,133 0 0;;;;;;;;;
47;Lwengo DLG;0;3,897,903;2,257,219;0;0;0;0;1,814,311
48 Lyantonde DLG 9,114,066 0 17,038,700 0 2,200,933 0 0 16,910,573;;;;;;;;;
49;Masaka DLG;0;111,063,599;5,856,750;0;0;67,372,131;0;11,822,336
50 Mayuge DLG 0 13,674,418 1,412,418 0 0 1,572,530 0 0;;;;;;;;;
51;Mitooma DLG;0;0;0;0;0;0;0;4,606,474
52 Mityana DLG 0 58,348,383 0 0 0 0 0 0;;;;;;;;;
53;Moroto DLG;128,227,013;0;3,631,020;0;4,811,416;0;0;0
54 Mukono DLG 0 274,009,652 0 8,126,880 0 12,562,585 0 1,317,586;;;;;;;;;
55;Nakapiripirit DLG;0;3,299,655;0;155,296;0;18,234,095;0;134,514
56 Nakaseke DLG 0 428,478,570 0 22,952,500 0 453,160,665 0 1,729,595;;;;;;;;;
57;Nakasongola DLG;0;199,410,841;1,058,032;0;0;80,805,484;0;549,352
58 Namayingo DLG 0 6,818,328 0 2,732,500 0 7,018,008 0 0;;;;;;;;;
59;Namutumba DLG;0;11,184,353;675,656;0;0;940,502;0;0
60 Napak DLG 0 35,976,122 0 10,703,165 0 11,705,036 9,169,174 0;;;;;;;;;
