sn Entity name No. of gazetted parishes No. of SACCOs funded SACCO s not funded Approved budget (UGX) SACCOs funded in un- gazetted parishes Release (UGX) Variance (UGX) Planned funding per SACCO (UGX) Actual funding per SACCO (UGX) Funding gap per PDM SACCO (UGX);;;;;;;;;;;
34 Tororo DLG 172 155 17 0 2,695,308,665 1,764,595,230 930,713,435 11,946,385 11,843,328 103,057;;;;;;;;;;;
35;Kazo DLG;28;28;0;0;962,600,000;533,000,000;429,600,000;11,946,385;17,000,000;05,053,615
36 Kiruhura DLG 56 30 26 0 973,788,937 608,122,913 365,666,024 11,946,385 0 11,946,385;;;;;;;;;;;
37;Mbale DLG;90;67;23;0;1,558,108,934;966,351,955;591,756,979;11,946,385;9,766,538;2,179,847
38 Bududa DLG 159 159 0 0 2,764,865,000 1,725,014,000 1,039,851,000 11,946,385 7,105,908 4,840,477;;;;;;;;;;;
39;Mityana DLG;75;72;3;0;1,304,181,612;801,359,558;502,822,054;11,946,385;7,398,362;4,548,023
40 Nakasongola DLG 68 64 4 0 1,182,458,062 723,455,289 459,002,773 11,946,385 7,856,479 4,089,906;;;;;;;;;;;
41;Mitooma DLG;77;73;4;0;1,338,959,789;835,414,386;503,545,403;11,946,385;8,464,000;3,482,385
42 Rubanda DLG 69 69 0 0 1,255,229,083 804,000,086 451,228,997 11,946,385 0 11,946,385;;;;;;;;;;;
43;Rukiga DLG;30;13;17;0;510,000,000;213,177,269;296,822,731;11,946,385;0;11,946,385
44 Sheema MC 23 23 0 399,949,028 246,994,197 152,954,831 11,946,385 0 11,946,385;;;;;;;;;;;
45;Bukedea DLG;152;152;0;0;2,642,641,400;1,649,129,760;993,511,640;11,946,385;7,105,909;4,840,476
46 Katakwi DLG 109 109 0 0 1,895,410,610 1,182,599,585 712,811,025 11,946,385 7,766,696 4,179,689;;;;;;;;;;;
47;Soroti DLG;54;54;0;0;939,010,765;591,913,215;347,097,550;11,946,385;7,217,727;4,728,658
48 Moroto DLG 37 37 0 0 660,785,350 639,263,734 21,521,616 11,946,385 13,456,173 01,509,788;;;;;;;;;;;
49;Nakapiripirit DLG;35;0;35;0;608,618,080;382,504,853;226,113,227;11,946,385;0;11,946,385
50 Mbale City 58 47 11 0 915,367,114 503,124,372 412,242,742 11,946,385 8,178,944 3,767,441;;;;;;;;;;;
51;Sironko DLG;224;224;0;0;3,514,562,960;2,175,786,452;1,338,776,508;11,946,385;8,001,789;3,944,596
52 Butebo DLG 61 61 0 0 1,060,734,379 637,888,975 422,845,404 11,946,385 4,446,599 7,499,786;;;;;;;;;;;
53;Namisindwa DLG;163;163;0;0;2,734,422,000;1,768,474,747;965,947,253;11,946,385;7,703,031;4,243,354
54 Makindye Ssabagabo MC 11 8 3 0 134,520,000 78,296,547 56,223,453 11,946,385 9,233,905 2,712,480;;;;;;;;;;;
55;Mityana MC;15;5;10;0;260,836,322;162,743,063;98,093,259;11,946,385;17,000,000;05,053,615
56 Mpigi DLG 56 54 2 0 973,788,937 607,574,098 366,214,839 11,946,385 5,037,591 6,908,794;;;;;;;;;;;
57;Ibanda DLG;40;40;0;0;695,293,530;437,551,080;257,742,450;11,946,385;9,903,080;2,043,305
58 Mbarara DLG 57 57 0 0 799,878,055 499,196,841 300,681,214 11,946,385 7,833,456 4,112,929;;;;;;;;;;;
59;Sheema DLG;51;51;0;0;817,287,144;504,972,175;312,314,969;11,946,385;6,548,582;5,397,803
60 Njeru MC 16 16 0 0 278,225,411 161,665,675 116,559,736 11,946,385 9,050,000 2,896,385;;;;;;;;;;;
61;Namutumba DLG;111;53;58;0;1,930,188,786;1,204,298,661;725,890,125;11,946,385;17,000,000;05,053,615
62 Lugazi MC 20 19 1 0 347,781,763 216,024,740 131,757,023 11,946,385 7,057,608 4,888,777;;;;;;;;;;;
63;Kamuli DLG;80;77;3;0;1,391,127,054;858,276,431;532,850,623;11,946,385;9,780,894;2,165,491
64 Kaliro DLG 86 86 0 0 1,512,850,670 968,119,291 544,731,379 11,946,385 7,759,998 4,186,387;;;;;;;;;;;
65;Buyende DLG;73;67;6;0;1,269,404,964;792,017,235;477,387,729;11,946,385;7,105,909;4,840,476
66 Bushenyi DLG 56 56 0 0 991,178,025 618,423,636 372,754,389 11,946,385 8,928,596 3,017,789;;;;;;;;;;;
67;Ishaka0 Bushenyi MC;16;16;0;0;278,225,411;151,659,103;126,566,308;11,946,385;8,605,036;3,341,349
